          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)


!! include ropos and delta and kappa terms in zpos and rpos (everything 0.0)

           1        (0.11960711282313044,6.05498376953935227E-002)
           2  (-7.44168690914704094E-003,2.54388908746535740E-002)
           3  (-7.85670852775885502E-011,2.29415890810997974E-010)
           4 (-1.56677571571773172E-002,-8.37143998132394290E-002)
           5  (-3.28101142812278271E-002,8.42935445103020105E-003)
           6  (2.56395400430740814E-002,-1.30741910324486624E-002)
           7   (3.35674567405651672E-002,1.11071498909190991E-002)
           8      (-5.34250197872204943E-002,-0.10783750895074637)
           9   (8.93726410329648974E-003,1.39300457004773569E-002)
          10              (0.0000000000000000,-0.0000000000000000)
          11               (1.8414740775742042,6.5187658674587636)
          12              (0.0000000000000000,-0.0000000000000000)
          13              (0.0000000000000000,-0.0000000000000000)
          14              (0.0000000000000000,-0.0000000000000000)


!! new rpos ( diff rpos, and diff delta) 
           1        (0.10666844661751868,1.12423374227621949E-002)
           2  (-4.10459719693324482E-002,3.65596651109259957E-002)
           3  (3.68167084085489343E-002,-2.36773522766023752E-002)
           4  (2.17652694534298382E-003,-8.10006649848153265E-002)
           5  (2.04790605440585173E-002,-8.77713320157297167E-002)
           6  (8.79768174649390479E-003,-4.00145890958271480E-002)
           7  (-2.30108421417314218E-002,4.65140652458911272E-002)
           8  (8.79794595527843143E-002,-5.71037517340775916E-002)
           9  (-7.64329569740247912E-003,2.08331855155432510E-002)
          10             (-0.0000000000000000,-0.0000000000000000)
          11              (-5.1135026681912032,3.2884338045976715)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

!! include ropos and delta and kappa terms in zpos and rpos (everything 0.1)
           1        (0.10680134236101507,9.69667525909133701E-003)
           2  (-4.23016496681912074E-002,3.63979945811264832E-002)
           3  (3.82631185911106453E-002,-2.35429207149334199E-002)
           4  (3.44488584943244839E-003,-8.09024515768191066E-002)
           5  (2.46811089202056307E-002,-8.81278696088244745E-002)
           6  (-1.92763830952377840E-002,6.74540352118334213E-002)
           7  (-2.56206405202851900E-002,4.61384765710494207E-002)
           8  (9.12241944470122551E-002,-5.56730544488479792E-002)
           9  (-7.73477506584327110E-003,2.02220024059478441E-002)
          10             (-0.0000000000000000,-0.0000000000000000)
          11              (-5.3143942493831542,3.2697586550412190)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

d/dp inside integrals (0.1 everywhere)
           1        (0.10680136100648709,9.69667662620701289E-003)
           2  (-4.23016488807072266E-002,3.63979939656333476E-002)
           3  (3.82631185911106730E-002,-2.35429207149334303E-002)
           4  (3.44488123565238943E-003,-8.09024825358847510E-002)
           5  (2.46811086940297505E-002,-8.81278694036324861E-002)
           6  (-1.92763849032946272E-002,6.74540377874606883E-002)
           7  (-2.56206405164584074E-002,4.61384765681556244E-002)
           8  (9.12241944470122551E-002,-5.56730544488479792E-002)
           9  (-7.73477651374631162E-003,2.02220009956135573E-002)
          10             (-0.0000000000000000,-0.0000000000000000)
          11              (-5.3143942493831542,3.2697586550412190)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

absorb first shift term into rmaj. similar for kapprim
           1        (0.10659640222193741,1.00047531389682344E-002)
           2  (-4.13971384692179839E-002,3.63864819247236779E-002)
           3  (3.72841130429008849E-002,-2.35443620144962298E-002)
           4 (-1.82188148576694527E-002,-6.27384535072748328E-002)
           5  (2.14782391748678941E-002,-8.79510577907006985E-002)
           6  (4.80535033613870184E-003,-2.04718596665001140E-002)
           7  (-2.37867857448175526E-002,4.62975962839424354E-002)
           8  (8.88193077580879814E-002,-5.66379870971021604E-002)
           9  (-7.76530527105447673E-003,2.08201103553598381E-002)
          10             (-0.0000000000000000,-0.0000000000000000)
          11              (-5.1784204073385682,3.2699616313408968)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

	   1        (0.10680133486451679,9.69526552011132185E-003)
           2  (-4.23014987385972874E-002,3.63980389950387187E-002)
           3  (3.82629777762142007E-002,-2.35429662131188509E-002)
           4  (3.44490739763690960E-003,-8.09027550190978273E-002)
           5  (2.46809343901698078E-002,-8.81281250564945745E-002)
           6  (-1.92762876426204911E-002,6.74542887432297983E-002)
           7  (-2.56203731097297306E-002,4.61385122124780694E-002)
           8  (9.12241034131791306E-002,-5.56733770486865370E-002)
           9  (-7.73419682039117040E-003,2.01827157645160273E-002)
          10             (-0.0000000000000000,-0.0000000000000000)
          11              (-5.3143746758196535,3.2697649697244304)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)


!! newest RPos and Zpos

g = cos(theta + local%tri * (local%rhoc**2) * sin(theta))
     gp = -sin(theta + local%tri *(local%rhoc **2) * sin(theta)) &
          * 2 * local%rhoc * local%triprim * sin(theta)
	  
Rpos_delta_adjoint = local%rmaj + g * local%rhoc &
          + local%shift* local%rhoc* dr &
          + (g + local%rhoc * gp) * dr

Zpos = local%kappa * sin(theta) * local%rhoc &
           + local%kappa* sin(theta) *  dr &
           + 3*local%kapprim * sin(theta) * (local%rhoc**4) * dr &
           + 0.5 * (r - rhoc0)**2 * d2Z(i)
	   
           1        (0.10676153754832256,1.03098971227568743E-002)
           2  (-4.14193402277923881E-002,3.64143427994537555E-002)
           3  (3.72927807258514876E-002,-2.35668524224946010E-002)
           4 (-1.30222705690613786E-002,-6.73012345951104624E-002)
           5  (2.15777534137284212E-002,-8.79800541615073789E-002)
           6  (3.47221604770163146E-003,-1.49882890844954975E-002)
           7  (-2.38113650877183648E-002,4.63303095512948501E-002)
           8  (8.88912718778033795E-002,-5.66719490494007674E-002)
           9  (-7.55795155926441021E-003,4.74465154139923698E-003)
          10  (-1.93048688271079452E-004,1.60059030872559682E-002)
          11              (-5.1796242306136859,3.2730852777428461)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

           1   (6.50830090931364680E-002,1.34704870452528880E-002)
           2  (-3.58111257037219133E-002,3.70402461896679469E-002)
           3  (3.64500981342441577E-002,-2.44099318535972998E-002)
	   4  (9.07248687287420807E-003,-6.63491226821077973E-002)
	   5  (1.92515227925849075E-002,-8.92815526232215717E-002)
           6 (-2.56785176455665010E-004,-1.60282286887358794E-002)
	   7  (-2.04418227622849003E-002,4.72831061665290875E-002)
	   8  (8.61999856771600292E-002,-5.89923052490837208E-002)
           9  (-5.39426558976430215E-003,5.06837745384292049E-003)
          10  (-6.32759833418816697E-003,1.60618900957310018E-002)
	  11              (-5.0629233101229243,3.3898797178744111)


!! now set rgeo = rmaj 
           1        (0.10654465754245974,1.12181620842845779E-002)
           2  (-4.90257143833807973E-002,4.11060165062652194E-002)
           3  (3.74295635621965245E-002,-2.35535096806224024E-002)
           4 (-1.29583199375419272E-002,-6.73374249753868198E-002)
           5  (2.19376334845712249E-002,-8.81116524149993391E-002)
           6  (5.88215164906149722E-004,-2.49701715702944221E-003)
           7  (-2.40380412534544584E-002,4.63173756393241570E-002)
           8  (8.91935310934066361E-002,-5.66335489264681094E-002)
           9  (-7.53042613376716553E-003,4.73375546044697490E-003)
          10  (-2.48734285499039307E-004,1.60108643203798508E-002)
          11              (-5.1986220451937646,3.2712316741563989)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

	   1   (6.50510638688928111E-002,1.44680548375131224E-002)
           2  (-4.32440184494620183E-002,4.18928249312777723E-002)
           3  (3.65823341064164254E-002,-2.43947281125533877E-002)
           4  (9.13994702145259907E-003,-6.63978268894416246E-002)
           5  (1.95702970495759132E-002,-8.94197428880083578E-002)
           6 (-3.52054219110442546E-005,-2.66985633601279915E-003)
           7  (-2.06821058612582931E-002,4.72614564844819895E-002)
           8  (8.64927704180562529E-002,-5.89483625246245424E-002)
           9  (-5.37997682514834707E-003,5.05723381227785040E-003)
          10  (-6.37953656568157612E-003,1.60689449246742555E-002)
          11              (-5.0812910939446176,3.3877664151610309)

diff shift term:
	   1        (0.10655672277527972,1.16702130958541289E-002)
           2  (-4.88496608387423634E-002,4.12317893428201104E-002)
           3  (3.72232386855979799E-002,-2.36399149186916069E-002)
           4  (2.50045873882384423E-003,-8.10890980593318572E-002)
           5  (2.15459400840448505E-002,-8.81716774325490699E-002)
           6  (5.78170587225473030E-004,-2.49793364464450307E-003)
           7  (-2.36842973540411020E-002,4.64805835199080669E-002)
           8  (8.88806351039174297E-002,-5.69957998213259862E-002)
           9  (-7.51651039420126073E-003,4.73908749671027481E-003)
          10  (-2.10696702957884329E-004,1.60364324473946766E-002)
          11              (-5.1699656043999562,3.2832329184029510)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

           1   (6.50472609942109870E-002,1.47002014450059448E-002) !!
           2  (-4.30407120499687323E-002,4.20351821406317328E-002)
           3  (3.63578179229939735E-002,-2.44853034792047453E-002)
           4  (2.24682713823032287E-002,-8.03479044408916820E-002)
           5  (1.91344118605218938E-002,-8.94531529543884929E-002)
           6 (-9.08945696487251098E-005,-5.34427363474421213E-003) !!
           7  (-2.02966976559082468E-002,4.74327674221397544E-002) 
	   8  (8.61379063354927865E-002,-5.93223124928377032E-002)
           9  (-5.36986274890516313E-003,5.06608394124086203E-003) !!
          10  (-6.33434346641870150E-003,1.60845113894581004E-002) !!
	  11              (-5.0501062234531435,3.4003492935114066)

!! change kappa
           1        (0.10659075880903877,1.15284664655225556E-002)
           2  (-4.88201655022035205E-002,4.12360406819245462E-002)
           3  (3.71959737605059709E-002,-2.36424955994188855E-002)
           4  (2.47867131437445529E-003,-8.10832382462498419E-002)
           5  (2.14741649994646747E-002,-8.81451914373108519E-002)
           6  (1.15254347674376319E-003,-4.99629477230634049E-003)
           7  (-2.36391201266973015E-002,4.64829972159514770E-002)
           8  (8.88202656303429539E-002,-5.70032906436472586E-002)
           9  (-7.52201803426798439E-003,4.74127899666447385E-003)
          10  (-1.99572196282954211E-004,1.60354185120142739E-002)
          11              (-5.1661787779848947,3.2835914298403650)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)
           1        (0.10647779058630649,1.11402920472942688E-002)
           2  (-4.91661360958811286E-002,4.12295743375626078E-002)
           3  (3.75334177192742854E-002,-2.36224928309794052E-002)
           4  (2.87136900328379199E-003,-8.07643706191187166E-002)
           5  (2.27609923175336043E-002,-8.74481669073575857E-002)
           6  (-2.37619569871551318E-003,9.19142889655982093E-004)
           7  (-2.44086783223879666E-002,4.62236769935190014E-002)
           8  (8.96277278025788271E-002,-5.59029234108617754E-002)
           9  (-7.65037977558049014E-003,4.42243125882355384E-003)
          10   (5.23045827357753235E-005,1.57925870859543412E-002)
          11              (-5.2130461670258619,3.2808125685125598)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

!! uncorrelate rgeo and rhoc
           1        (0.10647779058630649,1.11402920472942688E-002)
           2  (-4.16594433574958914E-002,3.65050731225902425E-002)
           3  (3.75334177192742854E-002,-2.36224928309794052E-002)
           4  (2.87136900328379199E-003,-8.07643706191187166E-002)
           5  (2.27609923175336043E-002,-8.74481669073575857E-002)
           6  (-2.37619569871551318E-003,9.19142889655982093E-004)
           7  (-2.44086783223879666E-002,4.62236769935190014E-002)
           8  (8.96277278025788271E-002,-5.59029234108617754E-002)
           9  (-7.65037977558049014E-003,4.42243125882355384E-003)
          10   (5.23045827357753235E-005,1.57925870859543412E-002)
          11              (-5.2130461670258619,3.2808125685125598)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

!! add factor of 4 into kapprim *dr term 
           1        (0.10675221382708233,9.97568337825293847E-003)
           2  (-4.15127609860423061E-002,3.65289721111844781E-002)
           3  (3.73672358777641864E-002,-2.36396320601266786E-002)
           4  (2.74166457897356700E-003,-8.07321685836429881E-002)
           5  (2.23269650207669063E-002,-8.72884865319431547E-002)
           6  (1.14335592475816390E-003,-1.44765646919457688E-002)
           7  (-2.41327785462096926E-002,4.62406909667268107E-002)
           8  (8.92632781758459642E-002,-5.59519654426142085E-002)
           9  (-7.68460437779832761E-003,4.43552247849849507E-003)
          10   (1.17673785029933172E-004,1.57867538864064835E-002)
          11              (-5.1899652680521058,3.2831935280691278)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)


!! changing triprim term to arcsin + derivative
           1        (0.10676413535246618,1.01814527424975310E-002)
           2  (-4.15419183263557382E-002,3.65208516904306363E-002)
           3  (3.73944619079962168E-002,-2.36311891195028212E-002)
           4  (2.73714518801221026E-003,-8.06785208166250628E-002)
           5  (2.23604898818735853E-002,-8.72385427811017550E-002)
           6  (1.19266031491434125E-003,-1.45380797356238385E-002)
           7  (-2.41845375652520352E-002,4.62347522038404693E-002)
           8  (8.92807382793415899E-002,-5.58892018476649030E-002)
           9  (-7.57319767949830684E-003,2.01619987850303085E-002)
          10   (2.87449110607696367E-005,3.93735846784402585E-003)
          11              (-5.1937466821192233,3.2820208250437006)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

	   1   (6.49167558597341099E-002,1.33796447809864105E-002)
           2  (-3.58755632701157623E-002,3.71637302182259432E-002)
           3  (3.65557381587500174E-002,-2.44874098220826397E-002)
           4  (2.28501545185277877E-002,-7.99480548846487338E-002)
           5  (2.02463292242605064E-002,-8.85289033469849329E-002)
           6 (-2.04391508440426861E-002,-1.99639106635007835E-002)
           7  (-2.06450724293816279E-002,4.72436718357283070E-002)
           8  (8.66356015261082746E-002,-5.82522641651150863E-002)
           9  (-1.15180258664082658E-002,2.05289597404734181E-002)
          10  (-1.52251353191523719E-003,3.94940634362850318E-003)
          11              (-5.0775945095171693,3.4006358095028943)
          12               (0.0000000000000000,0.0000000000000000)

!! Make rhoc -> r in kaprim and triprim terms 
           1        (0.10690812220873602,9.51530148255473954E-003)
           2  (-4.22816726932148598E-002,3.63979200449898108E-002)
           3  (3.82345027329338144E-002,-2.35403106682010414E-002)
           4  (3.39481756491650166E-003,-8.08375692195155982E-002)
           5  (2.45655964962233318E-002,-8.80252448506805979E-002)
           6  (-1.78949387409575549E-002,6.22960573900062028E-002)
           7  (-2.55798048030217162E-002,4.61386675682214087E-002)
           8  (9.11184849393067431E-002,-5.56274486508378380E-002)
           9  (-7.72958256188607546E-003,2.01638310414790217E-002)
          10  (-5.39311450328451924E-005,3.94414824182476396E-003)
          11              (-5.3104197562093596,3.2693962401553334)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

	   1   (6.46407777860069643E-002,1.28325731429956846E-002)
           2  (-3.65900321985801469E-002,3.69961711058075515E-002)
           3  (3.73677684906148500E-002,-2.43855767106948562E-002)
           4  (2.35228758416194950E-002,-8.01671561703742874E-002)
	   5  (2.22017206563673852E-002,-8.93572246335461173E-002)
           6  (-2.07442373556521176E-002,6.21714495024905389E-002)
           7  (-2.21204456418711004E-002,4.70951192974022881E-002)
	   8  (8.84147910995558561E-002,-5.79583262216853967E-002)
           9  (-1.17493638429611025E-002,2.05427289415305303E-002)
          10  (-1.59995749982044799E-003,3.95950847109638460E-003)
	  11              (-5.1903852205659184,3.3864814107664731)
	  
!! vpa mu stuff change in mu
           1        (0.10690810415594573,9.51526172244835690E-003)
           2  (-4.22817752154755894E-002,3.63976261739888743E-002)
           3  (3.82345006182846850E-002,-2.35403109017156935E-002)
           4  (3.39481987179165263E-003,-8.08375371082932781E-002)
           5  (2.45655936999873842E-002,-8.80252439406930959E-002)
           6  (-1.78948853243178080E-002,6.22958465313392315E-002)
           7  (-2.55798017729750131E-002,4.61386679236428510E-002)
           8  (9.11184802295853385E-002,-5.56274489016903226E-002)
           9  (-7.72960431112511975E-003,2.01634661970827266E-002)
          10  (-5.39657596906424814E-005,3.94403174556840538E-003)
          11              (-5.3104194757570840,3.2693962657214293)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

!! wrong!! included dr in gp term 
	   1        (0.10690095263541409,9.30887021001835548E-003)
           2  (-4.22517120661466059E-002,3.64065621479481918E-002)
           3  (3.82063052656459040E-002,-2.35493934628312335E-002)
           4  (3.40012084169802331E-003,-8.08921495313487116E-002)
           5  (2.45309557519730707E-002,-8.80765312984242016E-002)
           6  (-1.78799882207809138E-002,6.23468484095904898E-002)
           7  (-2.55262223872936844E-002,4.61457372364611276E-002)
           8  (9.11003085589186246E-002,-5.56920345882899667E-002)
           9  (-7.72358779853878335E-003,2.01852403523935311E-002)
          10   (7.97904253147462944E-009,3.43966015131346526E-008)
          11              (-5.3065034555283113,3.2706578094150420)
          12             (-0.0000000000000000,-0.0000000000000000)
          13             (-0.0000000000000000,-0.0000000000000000)
          14             (-0.0000000000000000,-0.0000000000000000)

!! correct derivatice of arcsin 
           1        (0.10700371493673057,9.20412687453444830E-003)
           2  (-4.23469952405437500E-002,3.63751012825768300E-002)
           3  (3.83108031030467353E-002,-2.35087590598881992E-002)
           4  (3.38469271836550978E-003,-8.06982381142045263E-002)
           5  (2.45227458203781667E-002,-8.75649812238661340E-002)
           6  (-1.78323825380053667E-002,6.18816734803249030E-002)
